20.144928	98.545
20.290907	98.533
20.437943	98.519
20.586044	98.502
20.735220	98.483
20.885475	98.464
21.036821	98.446
21.189262	98.431
21.342808	98.418
21.497467	98.408
21.653246	98.401
21.810154	98.396
21.968201	98.392
22.127390	98.387
22.287735	98.382
22.449242	98.374
22.611917	98.364
22.775772	98.352
22.940815	98.337
23.107054	98.322
23.274498	98.308
23.443153	98.295
23.613033	98.285
23.784142	98.278
23.956491	98.276
24.130091	98.276
24.304947	98.280
24.481071	98.284
24.658470	98.288
24.837156	98.291
25.017136	98.291
25.198421	98.288
25.381020	98.284
25.564941	98.279
25.750195	98.276
25.936790	98.276
26.124741	98.280
26.314051	98.290
26.504732	98.306
26.696796	98.327
26.890253	98.350
27.085112	98.375
27.281382	98.398
27.479073	98.418
27.678198	98.433
27.878765	98.444
28.080786	98.452
28.284271	98.456
28.489231	98.459
28.695675	98.461
28.903616	98.463
29.113064	98.466
29.324028	98.468
29.536524	98.470
29.750557	98.472
29.966141	98.473
30.183289	98.474
30.402010	98.477
30.622314	98.481
30.844217	98.488
31.067726	98.499
31.292856	98.513
31.519617	98.529
31.748020	98.547
31.978081	98.564
32.209808	98.580
32.443211	98.595
32.678310	98.608
32.915108	98.622
33.153625	98.635
33.393871	98.650
33.635857	98.666
33.879597	98.682
34.125103	98.699
34.372387	98.715
34.621464	98.730
34.872345	98.747
35.125042	98.763
35.379574	98.782
35.635948	98.800
35.894180	98.819
36.154285	98.834
36.416275	98.844
36.680161	98.849
36.945961	98.848
37.213688	98.845
37.483353	98.843
37.754974	98.845
38.028561	98.854
38.304131	98.869
38.581699	98.888
38.861279	98.908
39.142883	98.924
39.426529	98.935
39.712231	98.943
40.000000	98.950
40.289856	98.959
40.581814	98.974
40.875885	98.994
41.172089	99.018
41.470440	99.042
41.770950	99.064
42.073643	99.086
42.378525	99.109
42.685616	99.136
42.994934	99.170
43.306492	99.209
43.620308	99.253
43.936401	99.297
44.254780	99.338
44.575470	99.376
44.898483	99.411
45.223835	99.442
45.551544	99.471
45.881630	99.496
46.214108	99.515
46.548996	99.529
46.886307	99.536
47.226067	99.541
47.568283	99.545
47.912983	99.552
48.260181	99.561
48.609894	99.571
48.962143	99.579
49.316940	99.586
49.674313	99.590
50.034271	99.590
50.396843	99.587
50.762039	99.582
51.129883	99.573
51.500389	99.562
51.873581	99.549
52.249481	99.534
52.628101	99.518
53.009464	99.503
53.393593	99.490
53.780506	99.477
54.170223	99.466
54.562763	99.456
54.958145	99.445
55.356396	99.432
55.757530	99.416
56.161572	99.395
56.568542	99.370
56.978462	99.342
57.391350	99.315
57.807232	99.293
58.226128	99.278
58.648056	99.267
59.073048	99.256
59.501114	99.241
59.932281	99.223
60.366577	99.207
60.804020	99.195
61.244629	99.188
61.688435	99.179
62.135452	99.168
62.585712	99.158
63.039234	99.158
63.496040	99.175
63.956161	99.211
64.419617	99.261
64.886421	99.318
65.356621	99.375
65.830215	99.428
66.307251	99.473
